Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",,
21.25,93.1,113.6,3.861,0.940009044,2
20.88,92.7,112.1,3.727,0.939993305,2
22.35,92.4,112.8,3.73,0.939993657,2
23.22,92,113.3,3.727,0.939993305,2
22.73,93.1,113.1,3.727,0.939993305,2
22.11,92.3,114.1,3.727,0.939993305,2
21.74,92.7,114.4,3.727,0.939993305,2
21,93,114.7,3.727,0.939993305,2
21.13,92.6,114.7,3.861,0.940009044,2
20.88,92.7,113.5,3.592,0.939977448,2
20.88,92.8,113.1,2.651,0.939866919,2
21.25,93,113.9,2.922,0.93989875,2
21.6,92.6,113,2.93,0.93989969,2
22.21,92.1,113.8,2.528,0.939852471,2
23.57,90.6,112.4,2.125,0.939805135,2
22.7,92.5,113.5,2.125,0.939805135,2
22.21,91.7,113.8,1.99,0.939789278,2
20.76,91.6,112.9,1.845,0.939772247,2
20.03,91.9,112.9,1.435,0.939724089,2
18.43,91.5,113.2,1.165,0.939692375,2
17.58,91.6,112.9,1.16,0.939691787,2
17.09,91.5,114.1,0.891,0.939660191,2
16.47,91,113.8,0.891,0.939660191,2
15.98,90.8,114.2,11.79,0.940940378,2
15.25,90.9,114,11.65,0.940923933,2
15.01,90.5,113.8,11.65,0.940923933,2
14.28,90.7,114.2,11.51,0.940907489,2
13.66,89.4,114.3,11.64,0.940922759,2
13.91,89.4,114.3,11.64,0.940922759,2
14.27,89.6,114.6,11.38,0.94089222,2
15,89.5,114.6,11.25,0.94087695,2
15.73,90.2,114.9,11.05,0.940853458,2
16.47,91.5,114.9,10.44,0.940781808,2
17.57,92.3,115.2,11.12,0.94086168,2
18.19,92.9,115.2,10.18,0.940751269,2
19.02,90.4,115.5,10.05,0.940735999,2
21.71,90.2,115.4,10.19,0.940752443,2
24.01,86.3,115.5,10.75,0.94081822,2
26.71,74.73,115.5,11.15,0.940865204,2
27.09,87.2,115.6,11.42,0.940896918,2
26.86,74.97,115.3,11.41,0.940895743,2
25.64,88.2,115.8,11.4,0.940894569,2
24.3,90.4,116.1,11.6,0.940918061,2
24.69,93.3,116.2,11.93,0.940956822,2
21.99,91.7,116.6,11.93,0.940956822,2
20.77,93.1,116.1,10.45,0.940782983,2
19.78,91.8,115.8,11.39,0.940893394,2
20.76,92.7,116.6,11.26,0.940878124,2
21.13,93,116.3,10.99,0.94084641,2
21.26,93.3,115.6,10.25,0.940759491,2
20.4,93.2,114.4,9.37,0.940656127,2
20.15,93.3,115.1,9.24,0.940640857,2
20.27,92.6,113.7,9.24,0.940640857,2
21.13,94,114.7,8.57,0.940562159,2
21.62,93.8,114.1,8.84,0.940593873,2
21.74,94.3,114.7,8.57,0.940562159,2
21.74,94.2,114.7,8.3,0.940530445,2
22.11,94.3,114.8,8.17,0.940515176,2
22.22,94.3,114,7.631,0.940451865,2
21.85,94.5,114.8,7.902,0.940483697,2
22.21,94.5,112.2,5.888,0.940247134,2
22.34,93.3,112.7,6.426,0.940310327,2
23.57,91.2,113,5.082,0.940152462,2
24.06,88.8,112,4.409,0.940073412,2
21.38,94.1,111.8,4.259,0.940055793,2
17.46,88.4,112.5,3.85,0.940007752,2
16.23,87,113,3.312,0.939944559,2
14.27,88.7,110.2,2.499,0.939849065,2
13.78,88.7,111.3,2.224,0.939816764,2
12.92,88.9,111.3,1.686,0.939753571,2
12.43,89,111.5,1.282,0.939706117,2
12.07,88.4,111.8,0.738,0.93964222,2
10.35,87.1,111.5,20.66,0.94198224,2
10.11,87.9,111.1,20.66,0.94198224,2
9.62,87.5,110.3,20.65,0.941981066,2
8.88,87,110,20.65,0.941981066,2
8.02,86.5,110,20.65,0.941981066,2
7.156,86.1,109.1,20.65,0.941981066,2
7.039,85.4,110.4,20.65,0.941981066,2
6.67,85.6,109,20.79,0.94199751,2
6.916,85.3,109.4,20.25,0.941934082,2
6.544,85.3,107.6,19.58,0.941855384,2
6.915,85.4,107.6,18.83,0.94176729,2
6.54,85.8,107,18.03,0.941673323,2
6.662,85.6,104.9,17.29,0.941586403,2
7.278,85,103.9,16.21,0.941459547,2
7.647,84.7,102.5,15.54,0.941380849,2
7.885,84,101.4,14.87,0.941302152,2
8.74,83.4,99.5,14.6,0.941270438,2
9.09,83.7,99.3,14.34,0.941239899,2
14.37,80.9,100.8,13.94,0.941192915,2
17.95,86.3,99.9,14.07,0.941208185,2
15.5,89.8,100.3,14.07,0.941208185,2
13.66,89.6,100.9,13.93,0.94119174,2
13.05,89,100.1,13.26,0.941113043,2
12.56,89,99.5,13.52,0.941143582,2
11.1,88.8,214.7,13.65,0.941158852,2
7.662,87.9,214.7,35.33,0.943705366,2
4.961,85.5,214.7,12.84,0.94106371,2
3.73,84.5,214.7,13.24,0.941110693,2
3.482,84.3,95.9,12.84,0.94106371,2
3.606,84.7,97.6,12.7,0.941047266,2
3.846,84.8,97.2,35.39,0.943712413,2
4.089,84.8,97,11.22,0.940873426,2
4.823,84.7,96.1,10.82,0.940826442,2
5.554,85,95.5,10.02,0.940732475,2
8.13,85.9,93.3,9.08,0.940622064,2
9.23,87.2,93.8,8.21,0.940519874,2
12.91,87.7,90.8,7.41,0.940425907,2
13.65,88.7,91.4,7.075,0.940386558,2
13.27,87.5,91.9,6.81,0.940355431,2
14.87,83.5,92.7,6.675,0.940339574,2
15.73,82.6,92.9,6.675,0.940339574,2
15.73,81.4,93.3,6.81,0.940355431,2
15.88,80.2,93.2,6.934,0.940369996,2
12.44,84.3,93.5,6.929,0.940369409,2
12.08,85.2,93.9,7.059,0.940384679,2
10.23,86.2,93.6,7.193,0.940400418,2
9.62,85.8,93.7,7.193,0.940400418,2
9.62,85.6,93.8,7.193,0.940400418,2
9.37,84.7,92.8,7.193,0.940400418,2
10.85,84.2,92.5,7.193,0.940400418,2
7.409,88.6,94.1,7.323,0.940415688,2
10.36,88.5,92.6,7.323,0.940415688,2
7.531,84.9,92.2,7.458,0.940431545,2
8.26,84.3,92.6,7.529,0.940439884,2
8.63,84.9,92.2,7.53,0.940440002,2
8.39,85.8,92.2,7.597,0.940447872,2
9,85.1,91.8,7.597,0.940447872,2
9.12,85.6,93,7.732,0.940463729,2
9.36,85.3,92.9,7.737,0.940464316,2
10.47,85.9,94.3,7.871,0.940480055,2
10.83,85.9,94,7.742,0.940464903,2
11.69,84.3,94,7.742,0.940464903,2
11.81,84,94.1,7.745,0.940465256,2
12.05,82.9,94.1,7.746,0.940465373,2
13.28,82.4,94.1,7.747,0.940465491,2
13.28,82,93.4,7.746,0.940465373,2
12.18,84.1,94.6,7.876,0.940480643,2
11.58,85.8,94.8,7.872,0.940480173,2
11.21,85.2,93.5,8.01,0.940496382,2
10.35,87.2,94.9,8.14,0.940511652,2
10.1,87.4,93.6,8.28,0.940528096,2
10.72,87.3,94,8.14,0.940511652,2
10.72,87.7,94.8,8.14,0.940511652,2
10.1,87.6,94.1,8.01,0.940496382,2
9.74,87.3,94.5,7.869,0.940479821,2
9.62,87.1,93.2,7.866,0.940479468,2
9.25,86.9,93.3,6.251,0.940289772,2
9.12,86.9,94.4,7.463,0.940432132,2
9,86.7,94.4,7.53,0.940440002,2
8.76,86.6,94.8,7.463,0.940432132,2
9.12,86.2,90,6.925,0.940368939,2
9.12,86.2,90.9,35.33,0.943705366,2
9.73,86.5,93.7,5.583,0.940211309,2
9.73,86.7,91.7,6.391,0.940306216,2
10.1,86.5,90.9,5.651,0.940219296,2
11.08,86.5,90.5,4.916,0.940132964,2
10.34,86.2,88.6,3.839,0.94000646,2
11.31,85.3,88.3,3.043,0.939912963,2
11.42,85.8,86,1.973,0.939787282,2
16.81,77.54,85.1,-0.705,0.939472726,2
21,88.8,85,1.037,0.93967734,2
20.28,91.2,82.9,0.898,0.939661013,2
20.03,91,85.1,0.763,0.939645156,2
18.8,91.9,85.5,0.359,0.939597702,2
18.56,92.1,85.7,0.627,0.939629182,2
18.07,91.9,85.6,0.487,0.939612737,2
17.46,91.3,85.7,0.622,0.939628594,2
16.1,88.2,85.6,0.622,0.939628594,2
16.23,86.3,85.6,0.622,0.939628594,2
16.23,88,85.7,0.622,0.939628594,2
17.21,84.5,86,0.622,0.939628594,2
17.7,85.2,86,0.622,0.939628594,2
18.32,83,85.7,0.622,0.939628594,2
18.69,82.6,86,0.622,0.939628594,2
19.06,83.9,86,0.622,0.939628594,2
19.17,82.8,85.9,0.625,0.939628947,2
18.92,82.8,85.9,0.628,0.939629299,2
18.92,82.1,86.6,0.628,0.939629299,2
21,84.8,86.1,0.637,0.939630356,2
22.58,81.8,86.1,0.511,0.939615556,2
22.7,75.96,86,0.511,0.939615556,2
22.09,79.64,85.8,0.646,0.939631413,2
19.78,80.3,85.3,0.496,0.939613794,2
17.09,83,86,0.487,0.939612737,2
15.13,84.7,85.8,0.548,0.939619902,2
13.92,85.3,85.8,0.738,0.93964222,2
11.46,86,86.2,0.669,0.939634115,2
9.99,86.3,86.3,0.598,0.939625775,2
10.47,86.2,85.9,0.601,0.939626128,2
11.33,85.5,86.3,0.604,0.93962648,2
10.1,85.1,86.3,0.469,0.939610623,2
11.71,86.7,86.2,0.599,0.939625893,2
10.6,86.9,86.3,0.598,0.939625775,2
11.22,84.5,86,0.598,0.939625775,2
8.63,86.5,85.9,0.597,0.939625658,2
8.14,86.1,86,0.598,0.939625775,2
9.37,86.3,86.2,0.463,0.939609918,2
10.47,86.6,85.5,0.604,0.93962648,2
11.09,87.2,85.4,0.604,0.93962648,2
12.44,88.6,85.8,0.604,0.93962648,2
12.93,88.6,85,0.608,0.93962695,2
12.8,88.4,85.7,0.542,0.939619198,2
14.63,86.8,85,0.55,0.939620137,2
15.37,86,84.9,0.622,0.939628594,2
16.22,84.7,84.5,0.628,0.939629299,2
16.82,82.8,84,0.634,0.939630004,2
16.11,86.7,83.8,0.484,0.939612385,2
14.03,84.6,84.3,0.542,0.939619198,2
13.18,85.2,85.4,0.604,0.93962648,2
11.96,84.5,86.4,0.665,0.939633645,2
9.38,86.2,85.7,0.726,0.93964081,2
7.655,85.2,85.4,0.591,0.939624953,2
7.778,86.3,86,0.659,0.93963294,2
7.401,86.6,85.8,0.732,0.939641515,2
9.24,85.4,85.9,0.671,0.93963435,2
10.59,87.1,85.8,19.98,0.941902368,2
11.21,89.1,84.7,19.98,0.941902368,2
11.45,88.5,85.8,19.99,0.941903543,2
12.19,89.5,85.8,19.99,0.941903543,2
12.06,89.2,85.5,20.12,0.941918812,2
12.31,90,85.5,20.12,0.941918812,2
12.06,88.5,85.1,20.12,0.941918812,2
12.92,89.1,85.5,19.99,0.941903543,2
12.8,90.3,85.4,19.99,0.941903543,2
13.04,90.4,86.8,19.99,0.941903543,2
13.4,89.6,86.9,19.86,0.941888273,2
14.26,89.3,87.1,20.13,0.941919987,2
14.75,89.7,87,19.99,0.941903543,2
16.46,90.1,87,20.13,0.941919987,2
18.3,89.4,85.5,20.13,0.941919987,2
17.94,89.1,85.6,20.13,0.941919987,2
17.69,89.3,86.3,20.13,0.941919987,2
16.72,88.9,85.2,20.13,0.941919987,2
15.74,90.6,86,20.13,0.941919987,2
14.03,92,85.8,20.12,0.941918812,2
12.92,91.3,86.1,20.19,0.941927034,2
13.29,91.8,86.2,20.26,0.941935257,2
13.05,91.6,86.4,20.26,0.941935257,2
12.55,91.1,86.6,20.26,0.941935257,2
12.18,90.3,86.9,20.26,0.941935257,2
15.37,90.2,87.2,20.26,0.941935257,2
16.72,90.4,87.5,20.26,0.941935257,2
17.46,91.4,87.5,20.4,0.941951701,2
17.58,90.7,87.5,20.4,0.941951701,2
16.72,90.4,87.7,20.53,0.94196697,2
17.83,91.5,87.9,20.53,0.94196697,2
17.46,92.4,87.7,20.53,0.94196697,2
17.58,91.5,87.7,20.53,0.94196697,2
17.7,90.8,88,20.53,0.94196697,2
18.68,91.6,88.2,20.53,0.94196697,2
19.9,89,88,20.47,0.941959923,2
21,87,88,20.4,0.941951701,2
20.63,83.8,87.4,20.27,0.941936431,2
20.76,84,85.5,20.4,0.941951701,2
20.51,84,85.4,20.4,0.941951701,2
19.91,84.7,85.8,20.4,0.941951701,2
18.07,87.3,86.4,20.46,0.941958748,2
16.72,88.2,84.1,20.53,0.94196697,2
16.47,89,86.4,20.53,0.94196697,2
15.49,89.7,88.3,20.53,0.94196697,2
15.98,90.3,88.4,20.53,0.94196697,2
16.1,90.3,85.7,20.13,0.941919987,2
16.23,90.4,85.7,19.86,0.941888273,2
16.35,90.7,85.9,19.86,0.941888273,2
17.08,90.7,83,19.73,0.941873003,2
18.8,91.3,86.4,19.86,0.941888273,2
19.29,92.2,84.9,19.73,0.941873003,2
19.54,92.3,84,19.73,0.941873003,2
20.15,92.5,84.5,19.59,0.941856559,2
20.4,92.9,86.7,19.46,0.941841289,2
19.91,92.3,85.2,19.32,0.941824845,2
20.15,91.8,85.8,19.19,0.941809575,2
20.39,92.2,85.1,19.33,0.94182602,2
21,92.1,85.1,19.33,0.94182602,2
21.36,91.2,84.3,19.06,0.941794306,2
22.46,90.8,86.4,19.06,0.941794306,2
22.34,88.2,86.7,19.2,0.94181075,2
22.46,89.9,86.8,19.33,0.94182602,2
22.58,89.4,86.9,19.2,0.94181075,2
22.58,90.6,87.4,19.2,0.94181075,2
22.59,90.8,87.3,19.33,0.94182602,2
21.98,91.5,87.5,19.33,0.94182602,2
22.71,93.7,87.7,19.33,0.94182602,2
22.83,94.2,86.9,19.19,0.941809575,2
23.08,93.6,87.4,19.2,0.94181075,2
23.2,94.7,87.2,19.06,0.941794306,2
23.57,93.9,87.2,19.06,0.941794306,2
23.69,94.2,87.2,19.06,0.941794306,2
23.69,94.7,87.2,19.06,0.941794306,2
23.32,95,87.2,19.06,0.941794306,2
24.06,95.2,85.5,18.93,0.941779036,2
23.81,95.7,86.1,19.06,0.941794306,2
25.29,94.9,86.7,19.2,0.94181075,2
25.77,96.7,87.3,19.07,0.94179548,2
26.63,97.3,86.6,19.07,0.94179548,2
27.48,99.9,86.2,19.2,0.94181075,2
27.48,99.9,86.7,19.2,0.94181075,2
27.85,97.2,86.1,19.34,0.941827194,2
29.3,95.3,85.9,19.28,0.941820147,2
31.63,95.2,85.9,19.28,0.941820147,2
32,95.8,85.9,19.34,0.941827194,2
32.37,92.7,87,18.54,0.941733227,2
30.3,95.7,87.1,19.2,0.94181075,2
29.33,95.1,87.7,19.67,0.941865956,2
28.23,95.8,86.9,19.74,0.941874178,2
27.13,96.4,87.4,19.87,0.941889447,2
26.63,96.6,86.5,19.87,0.941889447,2
27.85,96.5,87.7,19.87,0.941889447,2
28.58,99.9,86.5,19.74,0.941874178,2
28.21,100,86.3,19.67,0.941865956,2
28.71,100,86.9,19.74,0.941874178,2
29.32,99.9,87.6,19.87,0.941889447,2
30.06,100,88.7,19.87,0.941889447,2
29.2,99.9,87.9,19.87,0.941889447,2
30.18,99.8,84.9,19.61,0.941858908,2
29.2,99.9,86.8,19.07,0.94179548,2
30.04,99.8,82.7,17.06,0.941559387,2
30.4,99.9,85.1,18.13,0.941685069,2
30.89,99.9,82.5,17.6,0.941622815,2
31.51,99.9,82.4,17.06,0.941559387,2
31.88,99.9,83.1,17.06,0.941559387,2
32.12,99.8,83.6,16.66,0.941512404,2
32.25,99.8,83.6,16.52,0.941495959,2
32.86,99.9,83.9,16.52,0.941495959,2
33.47,99.8,84.4,16.52,0.941495959,2
34.21,96.3,84.4,16.52,0.941495959,2
34.33,95.8,84.3,16.66,0.941512404,2
33.97,95.2,84.4,16.66,0.941512404,2
33.72,95.2,84.6,16.79,0.941527673,2
33.6,95.6,85.2,16.66,0.941512404,2
33.47,94.3,85.1,16.39,0.94148069,2
32.74,94.1,85.1,16.66,0.941512404,2
32.6,89.5,84.9,16.79,0.941527673,2
35.91,64.35,84.9,16.8,0.941528848,2
38.98,50.22,85.3,16.93,0.941544118,2
39.71,53.57,85.1,16.93,0.941544118,2
39.59,60.39,85.1,17.2,0.941575832,2
39.96,66.53,84.7,17.07,0.941560562,2
40.94,63.39,85,16.93,0.941544118,2
40.32,63.39,84.7,17.2,0.941575832,2
40.7,59.5,85.1,17.33,0.941591101,2
41.06,57.52,85.3,17.33,0.941591101,2
40.57,49.61,85.4,17.6,0.941622815,2
40.7,30.64,85.4,17.74,0.94163926,2
39.1,36.23,85.3,17.74,0.94163926,2
38.98,40.4,85.3,17.74,0.94163926,2
39.44,38.61,85.5,17.88,0.941655704,2
42.63,38.27,85.3,18.01,0.941670974,2
44.34,36.56,85.1,18.01,0.941670974,2
44.46,39.42,84.9,18.28,0.941702687,2
44.58,38.33,85.1,17.88,0.941655704,2
43.71,42.82,84.8,18.42,0.941719132,2
45.67,38.32,85,18.69,0.941750846,2
44.35,40.72,85.5,18.15,0.941687418,2
42.91,39.37,85.5,18.27,0.941701513,2
40.94,41.08,85.8,18.27,0.941701513,2
40.94,40.67,85.7,18.27,0.941701513,2
40.7,40.67,85.4,18.41,0.941717957,2
40.82,36.51,85.7,18.41,0.941717957,2
41.31,33.91,85.5,18.27,0.941701513,2
41.31,33.03,85.7,18.27,0.941701513,2
41.68,35.28,85.7,18.41,0.941717957,2
41.56,35.96,86.2,18.41,0.941717957,2
41.68,36.71,85.8,18.41,0.941717957,2
40.94,39.1,86.2,18.41,0.941717957,2
41.06,38.42,85.7,18.41,0.941717957,2
41.68,36.23,86.1,18.41,0.941717957,2
41.56,36.71,86.2,18.54,0.941733227,2
40.7,37.26,85.9,18.54,0.941733227,2
40.33,35.69,86.2,18.54,0.941733227,2
40.79,34.04,86.1,18.55,0.941734401,2
42.39,32.26,86.4,18.55,0.941734401,2
43.98,28.38,86.4,18.55,0.941734401,2
45.57,25.65,86.4,18.68,0.941749671,2
45.09,20.12,86,18.68,0.941749671,2
44.84,17.6,86,18.55,0.941734401,2
43.63,10.23,85.3,18.68,0.941749671,2
42.8,10.1,85.5,18.67,0.941748497,2
38.51,11.6,86,18.67,0.941748497,2
36.91,14.4,85.9,18.54,0.941733227,2
37.28,13.52,86,18.67,0.941748497,2
37.41,13.58,85.5,18.81,0.941764941,2
36.42,13.92,85.9,18.81,0.941764941,2
35.09,16.32,85.7,18.8,0.941763766,2
32.77,22.47,86.2,18.8,0.941763766,2
31.43,26.98,86.2,18.79,0.941762592,2
28.51,35.12,85,18.79,0.941762592,2
22.48,68.67,84.2,18.79,0.941762592,2
21.74,74,85.4,18.79,0.941762592,2
22.23,72.77,85.1,18.65,0.941746147,2
22.23,72.91,85,18.79,0.941762592,2
23.22,70.03,84.8,18.79,0.941762592,2
23.58,67.5,85.5,18.79,0.941762592,2
24.8,63.93,85.8,18.79,0.941762592,2
26.15,59.9,86.1,18.79,0.941762592,2
27.37,57.37,85.2,18.8,0.941763766,2
28.1,53.54,85.6,18.93,0.941779036,2
28.96,53.41,85.8,18.93,0.941779036,2
28.48,56.08,85.7,18.79,0.941762592,2
27.13,61.07,85.5,18.79,0.941762592,2
25.91,65.31,85.8,18.79,0.941762592,2
24.94,67.44,85.9,18.79,0.941762592,2
22.85,69.7,86,18.79,0.941762592,2
23.22,66.48,86.3,18.79,0.941762592,2
23.34,68.94,85.8,18.65,0.941746147,2
22.97,70.65,85.6,18.65,0.941746147,2
23.96,66.48,85.8,18.65,0.941746147,2
23.1,69.29,85.9,18.65,0.941746147,2
23.1,70.17,86.2,18.65,0.941746147,2
23.1,71.47,86,18.65,0.941746147,2
22.97,69.97,86,18.65,0.941746147,2
22.85,69.35,86.4,18.65,0.941746147,2
22.97,69.01,86,18.65,0.941746147,2
23.09,68.12,86,18.65,0.941746147,2
24.07,66.68,86.1,18.92,0.941777861,2
24.43,63.6,87,18.79,0.941762592,2
25.29,61.34,86.5,18.79,0.941762592,2
25.66,59.43,86.9,18.66,0.941747322,2
27,56.75,86.5,18.93,0.941779036,2
27.98,53.82,87.2,18.93,0.941779036,2
28.95,49.98,86.7,18.93,0.941779036,2
29.44,52.17,86.1,18.93,0.941779036,2
29.69,52.03,86.8,18.93,0.941779036,2
29.58,49.17,87.3,18.93,0.941779036,2
28.96,53,87.3,18.93,0.941779036,2
27.75,47.81,87.2,18.93,0.941779036,2
26.27,50.14,87.3,18.99,0.941786083,2
25.17,51.1,87.4,19.06,0.941794306,2
26.03,49.32,87.6,19.06,0.941794306,2
25.9,54.17,87.3,18.99,0.941786083,2
25.78,68.72,87.2,18.99,0.941786083,2
26.64,75.48,87.3,19.06,0.941794306,2
26.15,79.78,86.9,19.06,0.941794306,2
26.76,79.17,86.8,19.06,0.941794306,2
27.24,81.1,86.2,19.06,0.941794306,2
28.1,79.29,87,19.07,0.94179548,2
29.2,77.02,87.1,19.07,0.94179548,2
30.66,75.64,87.1,19.07,0.94179548,2
33.35,68.74,86.7,19.07,0.94179548,2
38.02,42.18,87.9,19.07,0.94179548,2
36.42,62.8,87,19.07,0.94179548,2
35.19,66.35,87.7,19.07,0.94179548,2
35.93,67.99,87,19.07,0.94179548,2
38.62,65.58,86.6,19.21,0.941811924,2
38.99,71.04,85.5,19.21,0.941811924,2
38.98,71.24,85.3,19.21,0.941811924,2
40.22,66.13,84.7,19.21,0.941811924,2
40.09,63.47,86.9,19.21,0.941811924,2
40.23,61.64,87.3,19.21,0.941811924,2
38.51,67.24,87.2,19.21,0.941811924,2
36.67,71.81,87.7,19.21,0.941811924,2
36.3,74.54,87.5,19.21,0.941811924,2
38.63,68.19,87.7,19.21,0.941811924,2
38.38,68.87,87.8,19.21,0.941811924,2
38.38,70.1,87.8,19.34,0.941827194,2
37.89,75.69,87.9,19.21,0.941811924,2
39.12,73.65,87.9,19.34,0.941827194,2
38.76,73.72,87.7,19.34,0.941827194,2
39.12,74.53,87.9,19.21,0.941811924,2
38.63,73.1,88.2,19.34,0.941827194,2
39.24,68.52,88.1,19.21,0.941811924,2
39.11,75.62,88.1,19.35,0.941828369,2
39.6,73.5,88,19.48,0.941843638,2
39.85,77.6,88.1,19.48,0.941843638,2
38.62,81.5,88.3,19.48,0.941843638,2
38.62,80.4,88.1,19.48,0.941843638,2
38.01,84.8,87.8,19.61,0.941858908,2
39.23,85.4,87.8,19.75,0.941875352,2
38.86,87,87.7,19.88,0.941890622,2
40.33,83.2,87.8,19.89,0.941891797,2
40.34,83.3,87.7,19.88,0.941890622,2
39.73,87.1,85.8,20.02,0.941907066,2
38.51,90.6,86.7,19.88,0.941890622,2
37.53,91.2,87.2,19.61,0.941858908,2
34.09,94.5,87.9,19.74,0.941874178,2
33.48,96.7,87.1,19.75,0.941875352,2
33.84,96.7,87.9,19.75,0.941875352,2
34.09,99.9,87.8,19.88,0.941890622,2
33.36,100,87.6,19.88,0.941890622,2
32.99,99.9,87.2,19.88,0.941890622,2
32.75,96,87.4,19.88,0.941890622,2
32.52,95,87.6,19.87,0.941889447,2
31.91,94,87.7,19.87,0.941889447,2
29.33,89.9,87.5,19.74,0.941874178,2
29.45,90.1,87.5,19.87,0.941889447,2
30.06,93.2,87.7,19.87,0.941889447,2
30.55,94.5,88.4,19.87,0.941889447,2
30.43,95.2,88.7,20.01,0.941905892,2
30.92,94.6,88.3,20.01,0.941905892,2
30.67,97.5,88.6,19.88,0.941890622,2
31.14,100,88.6,19.88,0.941890622,2
31.63,99.9,88.3,19.75,0.941875352,2
32.37,100,88.3,19.88,0.941890622,2
32,99.9,88.5,19.88,0.941890622,2
32.61,95.8,89,20.01,0.941905892,2
31.26,96.1,88.9,20.01,0.941905892,2
30.8,96.1,88.8,20.01,0.941905892,2
29.82,99.8,89.5,20.01,0.941905892,2
27.13,97.3,89.3,20,0.941904717,2
26.15,96.7,89.6,20,0.941904717,2
26.39,96.4,89.6,20,0.941904717,2
26.39,97.3,89.7,20,0.941904717,2
26.39,97.5,90,20.14,0.941921161,2
26.27,99.1,89.8,20.14,0.941921161,2
25.78,96.7,90,20.27,0.941936431,2
25.78,95.7,90,20,0.941904717,2
26.64,97.1,90.3,20.14,0.941921161,2
26.52,97.3,90.3,20.14,0.941921161,2
26.15,96.2,90,20.14,0.941921161,2
26.75,97,90.3,20.27,0.941936431,2
27.73,99.9,90,20.14,0.941921161,2
28.09,99.8,90.3,20.28,0.941937606,2
28.21,97.7,90.3,20.28,0.941937606,2
28.46,99.9,90.2,20.14,0.941921161,2
28.83,100,90.2,20.28,0.941937606,2
29.3,96.8,90.2,20.35,0.941945828,2
30.03,96.5,90.5,20.15,0.941922336,2
30.77,97.4,90.6,20.28,0.941937606,2
31.39,95.9,90.2,20.15,0.941922336,2
31.26,96.2,89.9,20.15,0.941922336,2
30.9,95.6,88.4,20.28,0.941937606,2
30.18,99.9,90,20.28,0.941937606,2
29.57,99.9,90.4,20.28,0.941937606,2
29.2,99.9,90.9,20.41,0.941952875,2
29.44,99.9,91.1,20.28,0.941937606,2
29.32,100,91.3,20.41,0.941952875,2
29.69,99.9,91.2,20.41,0.941952875,2
30.18,100,91.4,20.41,0.941952875,2
30.54,99.9,91.7,20.41,0.941952875,2
30.29,99.9,91.8,20.35,0.941945828,2
30.66,99.9,92.2,20.28,0.941937606,2
30.65,99.8,92.4,20.42,0.94195405,2
31.26,99.8,92.8,20.28,0.941937606,2
31.26,99.8,92.8,20.35,0.941945828,2
31.51,99.8,93,20.28,0.941937606,2
31.75,99.8,93.3,20.35,0.941945828,2
31.63,99.9,93.6,20.28,0.941937606,2
31.88,100,93.7,20.28,0.941937606,2
31.63,99.9,93.8,20.35,0.941945828,2
32.61,99.8,93.7,20.28,0.941937606,2
32.74,99.9,93.4,20.28,0.941937606,2
33.6,100,94,20.28,0.941937606,2
33.6,99.9,93.6,20.28,0.941937606,2
32.98,99.9,92.9,20.35,0.941945828,2
32.86,99.9,92.6,20.28,0.941937606,2
32,99.9,92.2,20.28,0.941937606,2
32,99.9,92.9,20.28,0.941937606,2
32,99.9,93,20.28,0.941937606,2
32.12,99.9,93,20.28,0.941937606,2
32.37,99.9,93.2,20.35,0.941945828,2
32.37,99.9,93.4,20.28,0.941937606,2
32.74,99.8,94.6,20.28,0.941937606,2
32.98,99.8,94.6,20.35,0.941945828,2
32.61,99.9,94.9,20.35,0.941945828,2
32.25,99.8,95.4,20.28,0.941937606,2
32.13,99.9,95.3,20.28,0.941937606,2
30.67,100,93.8,35.26,0.943697143,2
30.3,99.9,90.9,20.41,0.941952875,2
30.42,100,90.8,20.15,0.941922336,2
30.67,100,89.6,20.01,0.941905892,2
30.55,97.2,89.2,18.93,0.941779036,2
30.06,96.3,87.1,17.86,0.941653355,2
29.94,96.4,85.7,16.51,0.941494785,2
29.94,95.5,85.7,15.57,0.941384373,2
29.68,95.9,83.2,14.5,0.941258692,2
30.67,94.3,82.4,13.02,0.941084852,2
30.8,95.7,82.8,13.42,0.941131836,2
27.98,93.6,84.8,13.55,0.941147106,2
26.88,93.5,84.9,13.55,0.941147106,2
25.9,93,83.5,13.55,0.941147106,2
24.55,94.9,84.9,13.42,0.941131836,2
23.08,95.4,84.1,13.41,0.941130662,2
22.83,95.4,84.7,13.42,0.941131836,2
23.58,95.8,85.1,13.41,0.941130662,2
22.84,93.1,82.2,13.14,0.941098948,2
22.85,92.3,82,12.87,0.941067234,2
22.85,91.8,82.1,13.01,0.941083678,2
22.97,91.7,82.3,13.01,0.941083678,2
22.36,92.1,82.4,13.01,0.941083678,2
21.62,91.8,82.4,13,0.941082503,2
21.14,91.8,82.5,13,0.941082503,2
20.89,91.8,82.6,13.14,0.941098948,2
20.52,92.3,82.8,13.14,0.941098948,2
20.27,93.7,82.9,13.14,0.941098948,2
20.14,92.5,82.8,13.14,0.941098948,2
21.72,91.4,82.7,13.15,0.941100122,2
23.44,91.6,82.3,13.15,0.941100122,2
24.43,88.4,82.3,13.15,0.941100122,2
24.67,87.7,82.1,13.15,0.941100122,2
25.52,86.9,82.1,13.15,0.941100122,2
25.78,83.9,82.6,13.15,0.941100122,2
